AFTER DEAD,Charlaine Harris,Ace,1,208,Paranormal,2.5,302,13.99,13.99,"2,551",3.1
WINNERS,Danielle Steel,Delacorte,1,352,Fiction & Literature,4.5,540,5.99,5.99,"3,259",4.6
BEAUTIFUL PLAYER,Christina Lauren,Simon & Schuster,1,432,Contemporary,4.5,1243,8.99,3.01,"1,893",4.7
THE SUM OF ALL KISSES,Julia Quinn,HarperCollins,1,384,Historical,4.5,415,7.99,7.99,"2,538",4.6
ACCUSED,Lisa Scottoline,St. Martin's,1,368,Mysteries & Thrillers,4,372,11.99,11.99,"1,165",4.4
FIFTEEN MINUTES,Karen Kingsbury,Howard Books,1,384,Religious,4,103,10.99,10.99,784,4.6
WILDERNESS,Dean Koontz,Bantam,0,30,Mysteries & Thrillers,4,194,0.99,0.99,"2,268",4.1
MIRAGE,Clive Cussler with Jack Du Brul,Putnam,1,416,Action & Adventure,4.5,922,9.99,10.72,"2,706",4.6
THE EDGE OF ALWAYS,J A Redmerski,Grand Central,1,464,New Adult,4.5,344,6.99,6.99,"1,072",4.3
THE VALLEY OF AMAZEMENT,Amy Tan,Ecco/HarperCollins,1,608,Literary,4,956,12.99,12.99,"3,310",4.0
MINE,Katy Evans,Simon & Schuster,1,336,New Adult,4.5,582,8.99,8.99,"1,603",4.6
THE ALL-GIRL FILLING STATION'S LAST REUNION,Fannie Flagg,Random House,1,368,Fiction & Literature,4.5,778,12.99,12.99,"6,671",4.6
JAGGED,Kristen Ashley,Forever,0,528,Contemporary,4.5,447,6.99,6.99,"1,074",4.5
RUMOR HAS IT,Jill Shalvis,Berkley,0,304,Contemporary,4.5,150,7.99,7.99,387,4.6
DUST,Patricia Cornwell,Putnam,1,512,Mysteries & Thrillers,4,976,9.99,9.99,"5,022",4.1
WHITE FIRE,Douglas Preston and Lincoln Child,Grand Central,1,384,Police Procedural,4.5,927,9.99,9.94,"3,393",4.6
THE FIRST PHONE CALL FROM HEAVEN,Mitch Albom,Harper,1,336,Fiction & Literature,4,1052,6.99,24.99,"5,674",4.5
TAKEDOWN TWENTY,Janet Evanovich,Bantam,1,320,Women Sleuths,4,1154,8.99,8.99,"8,606",4.5
KING AND MAXWELL,David Baldacci,Grand Central,1,432,Mysteries & Thrillers,4.5,1721,11.99,7.98,"8,629",4.6
BEAUTIFUL BEGINNING,Christina Lauren,Simon & Schuster,1,128,Contemporary,4.5,542,4.99,4.99,831,4.5
MEANT FOR LOVE,Marie Force,"HTJB, Inc.",0,400,Contemporary,4.5,475,4.99,4.99,"1,050",4.6
HOLIDAYS WITH THE WALKER BROTHERS,Nicole Edwards,Nicole Edwards,0,215,Contemporary,4.5,11,4.99,17.62,415,4.6
IT MUST BE YOUR LOVE,Bella Andre,Oak Press,0,400,Contemporary,4.5,735,5.99,5.99,968,4.5
CROSS MY HEART,James Patterson,"Little, Brown",1,448,Police Procedural,4,1033,9.99,9.99,"6,788",4.2
REMY,Katy Evans,Gallery Books,1,272,New Adult,4.5,373,8.99,6.92,"1,000",4.7
FOREVER US,Sandi Lynn,Sandi Lynn,1,275,Contemporary,0,0,7.99,2.98,788,4.6
THE SUPREME MACARONI COMPANY,Adriana Trigiani,Harper,1,352,Contemporary,4,237,10.99,10.49,"1,495",4.2
NO GOOD DUKE GOES UNPUNISHED,Sarah MacLean,Avon,0,400,Historical,4.5,447,5.99,7.99,"1,051",4.4
HOSTAGE,Kay Hooper,Berkley,0,320,Mysteries & Thrillers,4.5,193,9.99,9.99,599,4.6
BROKEN,Kelly Elliott,Kelly Elliott,0,444,Contemporary,4.5,2471,3.99,3.99,"1,940",4.1
THE GODS OF GUILT,Michael Connelly,"Little, Brown",1,400,Mysteries & Thrillers,4.5,1979,11.99,13.87,"10,001",4.6
COMMAND AUTHORITY,Tom Clancy with Mark Greaney,Putnam,1,752,Mysteries & Thrillers,4.5,2134,8.99,8.99,"5,807",4.4
GABRIEL'S REDEMPTION,Sylvain Reynard,Berkley,1,496,Contemporary,4.5,942,5.99,5.99,"1,831",4.7
TAKE ME,J Kenner,Bantam,1,92,Erotic Romance,4.5,321,2.99,2.99,739,4.4
THE EVER AFTER OF ELLA AND MICHA,Jessica Sorensen,Forever,1,272,New Adult,4,99,2.99,2.99,319,4.5
A GAME OF THRONES: FIVE-BOOK SET,George R R Martin,Bantam,0,5216,Epic,4.5,3627,39.99,39.99,"38,552",4.7
A BEAUTIFUL WEDDING,Jamie McGuire,Atria,1,160,Contemporary,4.5,936,10.99,10.99,"2,571",4.6
THE INVENTION OF WINGS,Sue Monk Kidd,Viking,1,384,Fiction & Literature,4.5,712,6.99,18.69,"18,482",4.7
DARK WOLF,Christine Feehan,Berkley,1,432,Paranormal,4.5,405,8.99,8.99,"2,353",4.7
FEAR NOTHING,Lisa Gardner,Dutton,1,416,Mysteries & Thrillers,4.5,812,9.99,9.99,"2,816",4.6
STANDUP GUY,Stuart Woods,Putnam,1,320,Action & Adventure,4,725,9.99,12.97,"1,430",4.4
RIVER ROAD,Jayne Ann Krentz,Putnam,1,352,Contemporary,4,261,3.99,4.76,909,4.4
THE ROSIE PROJECT,Graeme Simsion,Simon & Schuster,1,304,Romance,4.5,1431,9.99,10.65,"21,965",4.5
WANTED,J Kenner,Bantam,1,352,Contemporary,4.5,408,9.99,9.99,730,4.5
THE PAGAN LORD,Bernard Cornwell,Harper,1,320,Historical,4.5,555,11.99,11.99,"4,934",4.7
WAIT FOR YOU,J Lynn,Morrow,0,384,Contemporary,4.5,1151,9.99,9.99,"3,076",4.4
AFTER THE STORM,Maya Banks,Berkley,1,400,Military,4,457,7.99,7.99,987,4.0
ROME,Jay Crownover,Morrow/HarperCollins,1,384,Contemporary,4.5,727,9.99,8.24,943,4.6
THE DESTINY OF VIOLET & LUKE (CALLIE & KAYDEN),Jessica Sorensen,Forever,0,336,New Adult,4.5,160,7.99,7.99,409,4.4
FIRST LOVE,James Patterson and Emily Raymond,"Little, Brown",2,288,Romance,4,398,7.99,15.39,"1,497",4.4
FINAL VOW,Kathleen Brooks,Laurens Publishing,1,250,Suspense,4.5,633,4.99,5.92,941,4.8
LABOR DAY,Joyce Maynard,HarperCollins,1,272,Fiction & Literature,4,463,10.99,8.89,"1,566",4.2
STILL LIFE WITH BREAD CRUMBS,Anna Quindlen,Random House,1,272,Literary,4,812,12.99,13.72,"3,197",4.2
UP FROM THE GRAVE,Jeaniene Frost,Avon/HarperCollins,1,384,Paranormal,4.5,260,4.99,7.99,"1,470",4.7
ONLY TIME WILL TELL,Jeffrey Archer,St. Martin's,1,400,Fiction & Literature,4.5,2175,9.99,9.99,"10,899",4.4
REAPER'S LEGACY,Joanna Wylde,Berkley,1,368,Contemporary,4.5,485,2.99,2.99,"1,458",4.5
THE SINS OF THE FATHER,Jeffrey Archer,St. Martin's,1,352,Fiction & Literature,4.5,1152,9.99,8.49,"9,500",4.5
LETTING GO,Maya Banks,Berkley,1,352,Contemporary,4,515,9.99,9.99,726,3.9
BE WITH ME,J Lynn,Morrow/HarperCollins,1,384,Contemporary,4.5,697,1.99,1.99,831,4.5
BULLSEYE,David Baldacci,Grand Central,1,60,Short Stories,4.5,758,2.99,2.99,"4,928",4.5
PRIVATE L.A.,James Patterson and Mark Sullivan,"Little, Brown",1,448,Mysteries & Thrillers,4,767,9.99,7.49,"2,783",4.5
KILLER,Jonathan Kellerman,Ballantine,1,352,Mysteries & Thrillers,4,705,9.99,9.99,"2,025",4.4
COCKROACHES,Jo Nesbo,Vintage Crime/Black Lizard,1,384,Mysteries & Thrillers,4,294,6.99,6.99,"3,277",4.3
WINTER'S TALE,Mark Helprin,Mariner,2,768,Historical,4.5,2,10.99,12.21,"1,476",3.7
THE COUNTERFEIT AGENT,Alex Berenson,Putnam,1,384,Mysteries & Thrillers,4,421,9.99,9.99,888,4.3
THE HOUSE GIRL,Tara Conklin,HarperCollins,1,416,Historical,4.5,1329,11.99,11.49,"2,099",4.4
GIVE IN TO ME,KM Scott,Copper Key Media,1,369,Suspense,4.5,228,5.99,5.89,409,4.6
CONCEALED IN DEATH,J D Robb,Penguin Group (USA) Incorporated,1,416,Suspense,4.5,1030,8.99,12.60,"4,285",4.6
VAMPIRE MOST WANTED,Lynsay Sands,Avon/HarperCollins,1,384,Paranormal,4.5,190,7.99,7.99,889,4.7
ONCE IN A LIFETIME,Jill Shalvis,Grand Central,1,352,Romantic Comedy,4.5,170,6.99,6.99,483,4.7
LIKE A MIGHTY ARMY,David Weber,Tor/Tom Doherty,1,672,Sci-Fi & Fantasy,4.5,216,9.99,6.32,886,4.4
MOVING TARGET,J A Jance,Touchstone,1,352,Mysteries & Thrillers,4.5,182,9.99,8.99,781,4.6
WORDS OF RADIANCE,Brandon Sanderson,Tor/Tom Doherty,1,1088,Epic,5,5545,10.99,10.99,"19,305",4.9
NIGHT BROKEN,Patricia Briggs,Ace,1,352,Contemporary,4.5,1148,8.99,21.03,"5,009",4.8
MISSING YOU,Harlan Coben,Dutton,1,416,Mysteries & Thrillers,4,1785,9.99,21.98,"6,221",4.4
THE FIXED TRILOGY,Laurelin Paige,Laurelin Paige,1,789,Short Stories,4.5,881,9.99,8.52,"7,986",4.6
MAYBE SOMEDAY,Colleen Hoover,Atria,1,384,Romance,4.5,2878,11.99,11.99,"8,670",4.6
BEAUTIFUL RUINS,Jess Walter,Harper Perennial,1,368,Literary,4,1038,12.99,9.99,"4,340",4.0
POWER PLAY,Danielle Steel,Delacorte,2,352,Fiction & Literature,4,704,7.99,7.99,"2,937",4.5
RAISING STEAM,Terry Pratchett,Doubleday,1,384,Fantasy,4.5,201,11.99,11.99,"4,052",4.5
BE CAREFUL WHAT YOU WISH FOR,Jeffrey Archer,St. Martin's,2,400,Mysteries & Thrillers,4,883,9.99,10.00,"9,089",4.4
THE CAIRO AFFAIR,Olen Steinhauer,Minotaur,1,416,Mysteries & Thrillers,4,291,9.99,9.99,642,3.9
YOU SHOULD HAVE KNOWN,Jean Hanff Korelitz,Grand Central,1,448,Mysteries & Thrillers,4,679,8.99,8.99,"4,866",4.1
LITTLE GIRL LOST,Brian McGilloway,Witness Impulse,1,336,Police Procedural,4,317,7.99,7.99,"3,324",4.2
SHADOW SPELL,Nora Roberts,Berkley,1,352,Contemporary,4.5,978,7.99,12.60,"8,329",4.7
NYPD RED 2,James Patterson and Marshall Karp,"Little, Brown",1,416,Mysteries & Thrillers,4.5,675,9.99,9.99,"5,334",4.6
BLOSSOM STREET BRIDES,Debbie Macomber,Ballantine,1,336,Contemporary,4.5,214,5.99,5.99,"1,712",4.7
THE KING,J R Ward,New American Library,1,592,Paranormal,4.5,1251,8.99,8.99,"6,002",4.7
I'VE GOT YOU UNDER MY SKIN,Mary Higgins Clark,Simon & Schuster,1,320,Fiction & Literature,4,779,8.99,7.99,"4,201",4.5
THE BAKER'S DAUGHTER,Sarah McCoy,Broadway,1,304,Historical,4,362,12.99,12.99,"1,597",4.4
WILD WOLF,Jennifer Ashley,Berkley Sensation,1,320,Paranormal,5,72,7.99,3.94,342,4.8
WARRIORS,Ted Bell,Morrow,0,592,Mysteries & Thrillers,4,262,4.99,4.99,720,4.3
DESTROYER ANGEL,Nevada Barr,Minotaur,0,352,Police Procedural,4.5,121,9.99,9.99,931,4.4
CARNAL CURIOSITY,Stuart Woods,Putnam,1,320,Action & Adventure,4,582,9.99,14.97,"1,526",4.3
KEEP QUIET,Lisa Scottoline,St. Martin's,1,352,Mysteries & Thrillers,4,599,8.99,8.99,"1,599",4.4
THE WILL,Kristen Ashley,Kristen Ashley,1,817,Contemporary,4.5,529,4.99,4.99,"1,696",4.5
A LAND MORE KIND THAN HOME,Wiley Cash,Morrow/HarperCollins,1,368,Mysteries & Thrillers,4,201,7.99,7.99,"1,678",4.3
THE BOLEYN INHERITANCE,Philippa Gregory,Touchstone,0,528,Historical,4.5,298,13.99,14.50,"2,160",4.6
THE COLLECTOR,Nora Roberts,Putnam,1,496,Suspense,4.5,1685,7.99,14.61,"5,906",4.5
THE SPACE BETWEEN,Diana Gabaldon,Dell,1,125,Historical,4.5,614,3.99,3.99,"2,775",4.6
NIGHT AFTER NIGHT,Lauren Blakely,Lauren Blakely,0,200,Contemporary,4.5,640,2.99,2.99,"1,286",4.3
FIGHTING TO FORGET,JB Salsbury,J.B. Salsbury,0,381,New Adult,4.5,126,4.99,4.99,594,4.7
THE TARGET,David Baldacci,Grand Central,1,432,Mysteries & Thrillers,4.5,2966,11.99,11.99,"11,454",4.5
CHESTNUT STREET,Maeve Binchy,Knopf,1,384,Family,4,213,8.99,8.99,"2,585",4.2
OTHERWISE ENGAGED,Amanda Quick,Putnam,1,352,Romance,4.5,352,3.99,3.99,"1,088",4.4
NATCHEZ BURNING,Greg Iles,Morrow/HarperCollins,1,880,Mysteries & Thrillers,4.5,1071,4.99,27.84,"6,448",4.5
ALPHA,Jasinda Wilder,Jasinda Wilder,1,400,Erotic Romance,4.5,5237,0.0,0.0,"5,341",4.3
LIVE TO SEE TOMORROW,Iris Johansen,St. Martin's,1,368,Mysteries & Thrillers,4.5,227,12.99,10.99,678,4.6
NASH,Jay Crownover,Morrow/HarperCollins,1,400,New Adult,4.5,618,9.99,7.81,850,4.6
UNLUCKY 13,James Patterson and Maxine Paetro,"Little, Brown",1,416,Mysteries & Thrillers,4,1162,7.99,19.43,"8,363",4.6
WALKING ON WATER,Richard Paul Evans,Simon & Schuster,1,320,Religious,4.5,184,13.99,13.99,"1,964",4.8
GIVING IN,Maya Banks,Berkley,1,304,Contemporary,4,330,9.99,11.79,523,4.3
FIELD OF PREY,John Sandford,Putnam,2,400,Mysteries & Thrillers,4.5,1941,9.99,8.07,"6,571",4.6
THE SKIN COLLECTOR,Jeffery Deaver,Grand Central,1,448,Mysteries & Thrillers,4,296,7.99,10.31,"2,176",4.4
ANY OTHER NAME,Craig Johnson,Viking,1,336,Mysteries & Thrillers,4.5,352,12.99,15.33,"2,098",4.7
THE KILL SWITCH,James Rollins and Grant Blackwood,Morrow/HarperCollins,1,576,Mysteries & Thrillers,4.5,398,9.99,4.85,"1,395",4.7
AFTER THIS NIGHT,Lauren Blakely,Lauren Blakely,0,200,Contemporary,4.5,640,2.99,3.8,680,4.6
FOOL MOON,Jim Butcher,Roc,0,432,Paranormal,4.5,1459,3.99,3.99,"5,982",4.5
GRAVE PERIL,Jim Butcher,Roc,0,464,Paranormal,4.5,937,5.99,5.99,"4,581",4.6
THE ONE AND ONLY,Emily Giffin,Ballantine,1,432,Fiction & Literature,4,1222,12.99,12.99,"3,070",3.7
THE LINCOLN MYTH,Steve Berry,Ballantine,1,448,Mysteries & Thrillers,4,507,9.99,9.99,"1,996",4.3
SNIPER'S HONOR,Stephen Hunter,Simon & Schuster,1,432,Mysteries & Thrillers,4.5,349,9.99,7.49,"1,549",4.5
THE GIRL WHO CAME HOME,Hazel Gaynor,Morrow/HarperCollins,1,384,Historical,4,369,12.99,12.49,"4,343",4.5
SKIN GAME,Jim Butcher,Roc,1,464,Fantasy,5,2170,9.99,38.70,"7,511",4.8
AIR BOUND,Christine Feehan,Jove,1,400,Paranormal,4.5,272,8.99,8.99,"1,348",4.7
GHOST SHIP,Clive Cussler and Graham Brown,Putnam,1,448,Action & Adventure,4.5,452,9.99,11.75,205,4.8
ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,Scribner,1,544,Literary,4.5,9388,13.99,15.74,"59,357",4.6
THE VACATIONERS,Emma Straub,Riverhead,0,304,Family,3.5,871,12.99,12.40,"1,823",3.6
MR. MERCEDES,Stephen King,Scribner,1,448,Mysteries & Thrillers,4.5,2656,9.99,8.99,"16,079",4.5
A SHIVER OF LIGHT,Laurell K Hamilton,Berkley,1,384,Contemporary,4,469,8.99,22.19,"2,615",4.4
THE HURRICANE SISTERS,Dorothea Benton Frank,Morrow/HarperCollins,1,352,Fiction & Literature,4,557,12.99,12.75,"2,045",4.4
SAVE THE DATE,Mary Kay Andrews,St. Martin's,1,448,Fiction & Literature,4.5,341,11.99,13.83,"1,207",4.6
DEVIL'S GAME,Joanna Wylde,Berkley,1,352,Contemporary,4.5,347,5.99,5.99,"1,157",4.7
MIDNIGHT IN EUROPE,Alan Furst,Random House,1,272,Mysteries & Thrillers,4,225,12.99,25.90,"1,195",3.9
CHINA DOLLS,Lisa See,Random House,1,400,Literary,4,328,10.99,18.43,"1,968",4.1
FACEOFF,edited  David Baldacci,Simon & Schuster,0,384,Fiction & Literature,3.5,199,7.99,7.99,"1,173",4.1
I WANT TO HOLD YOUR HAND,Marie Force,Berkley,0,352,Contemporary,4.5,346,7.99,6.31,707,4.7
WRITTEN IN MY OWN HEART'S BLOOD,Diana Gabaldon,Delacorte,1,848,Historical,4.5,3210,9.99,9.99,"26,014",4.8
THE MATCHMAKER,Elin Hilderbrand,"Little, Brown",1,368,Fiction & Literature,4,657,8.99,8.99,"2,775",4.6
TOP SECRET TWENTY-ONE,Janet Evanovich,Bantam,1,352,Women Sleuths,4,919,8.99,8.99,"8,508",4.6
THE SILKWORM,Robert Galbraith,"Mulholland/Little, Brown",1,464,Mysteries & Thrillers,4.5,2516,9.99,9.99,"15,340",4.4
ALL FALL DOWN,Jennifer Weiner,Atria,1,400,Fiction & Literature,4,596,10.99,10.99,"1,824",4.2
SHATTERED,Kevin Hearne,Del Rey,1,352,Contemporary,4.5,412,7.99,7.99,"1,655",4.7
HARDLINE,Meredith Wild,Meredith Wild,1,288,Fiction & Literature,4.5,203,8.99,14.23,"2,706",4.6
BEAUTIFUL OBLIVION,Jamie McGuire,Atria,1,336,Contemporary,4.5,1140,10.99,10.99,"2,930",4.6
THE CITY,Dean Koontz,Bantam,1,416,Mysteries & Thrillers,4,382,9.99,9.99,"2,719",4.5
THE NEIGHBOR,Dean Koontz,Bantam,1,34,Mysteries & Thrillers,4,245,0.99,0.99,"2,920",4.3
ACT OF WAR,Brad Thor,Emily Bestler/Atria,1,368,Mysteries & Thrillers,4.5,1683,12.99,15.99,"4,409",4.5
THE BOOK OF LIFE,Deborah Harkness,Viking,1,576,Mysteries & Thrillers,4.5,4025,12.99,16.14,"18,223",4.7
CUT AND THRUST,Stuart Woods,Putnam,1,320,Action & Adventure,4,471,9.99,9.99,"1,706",4.1
SIGHT UNSEEN,Iris Johansen and Roy Johansen,St. Martin's,1,336,Mysteries & Thrillers,4.5,295,11.99,11.99,967,4.7
WAYFARING STRANGER,James Lee Burke,Simon & Schuster,1,448,Mysteries & Thrillers,4,249,12.99,12.99,"1,528",4.5
DAYS OF RAGE,Brad Taylor,Dutton,0,448,Mysteries & Thrillers,4.5,704,9.99,9.99,"1,012",4.6
CHILL FACTOR,Sandra Brown,Simon & Schuster,0,400,Mysteries & Thrillers,4.5,214,9.99,14.99,"2,371",4.5
SHOTS FIRED,C J Box,Putnam,0,288,Mysteries & Thrillers,4,205,9.99,9.99,"1,832",4.5
A PERFECT LIFE,Danielle Steel,Delacorte,1,320,Fiction & Literature,4,641,6.99,6.99,"3,313",4.5
TOM CLANCY: SUPPORT AND DEFEND,Mark Greaney,Putnam,1,512,Mysteries & Thrillers,4.5,701,8.99,14.90,"2,827",4.4
REMAINS OF INNOCENCE,J A Jance,Morrow/HarperCollins,1,528,Women Sleuths,4.5,279,9.99,18.44,"1,723",4.7
FIFTY SHADES TRILOGY,E L James,Vintage,16,1700,Contemporary,4.5,110,29.99,15.99,"35,880",4.6
BIG LITTLE LIES,Liane Moriarty,Amy Einhorn/Putnam,1,480,Fiction & Literature,4.5,7132,9.99,9.99,"29,708",4.6
OUTLANDER,Diana Gabaldon,Dell,2,640,Paranormal,4.5,4522,5.99,5.29,"40,823",4.7
TAKING IT ALL,Maya Banks,Berkley,1,320,Contemporary,4,299,11.99,11.99,504,4.3
DARK SKYE,Kresley Cole,Gallery,1,432,Paranormal,4.5,368,7.99,6.99,"1,484",4.7
THE LOST ISLAND,Douglas Preston and Lincoln Child,Grand Central,1,368,Action & Adventure,4,615,7.99,7.99,"1,428",4.4
THE MAGICIAN'S LAND,Lev Grossman,Viking,1,416,Epic,4.5,1018,11.99,11.99,"2,319",4.6
SEVERED SOULS,Terry Goodkind,Tor/Tom Doherty,1,560,Epic,4.5,351,9.99,44.81,"2,146",4.4
LOVE LETTERS,Debbie Macomber,Ballantine,1,320,Contemporary,4.5,469,5.99,5.99,"2,837",4.7
THE 6TH EXTINCTION,James Rollins,Morrow/HarperCollins,1,608,Mysteries & Thrillers,4.5,819,9.99,9.99,"2,420",4.5
COLORLESS TSUKURU TAZAKI AND HIS YEARS OF PILGRIMAGE,Haruki Murakami,Knopf,1,400,Fiction & Literature,4,628,11.99,11.99,"2,406",4.4
MEAN STREAK,Sandra Brown,Grand Central,1,304,Mysteries & Thrillers,4.5,2286,7.99,13.47,"5,026",4.6
UPSIDE DOWN,Fern Michaels,Zebra,1,114,Mysteries & Thrillers,4,124,0.99,7.32,"1,188",4.2
DRAGONFLY IN AMBER,Diana Gabaldon,Dell,2,752,Paranormal,4.5,2588,7.99,4.0,"19,766",4.8
THE LONG WAY HOME,Louise Penny,Minotaur,1,384,British Detectives,4.5,1061,11.99,11.99,"8,133",4.5
PERSONAL,Lee Child,Delacorte,1,368,Mysteries & Thrillers,4,3166,8.99,12.79,"19,792",4.2
SOMEWHERE SAFE WITH SOMEBODY GOOD,Jan Karon,Putnam,1,528,Fiction & Literature,4.5,432,11.99,13.90,"4,292",4.7
THE EYE OF HEAVEN,Clive Cussler and Russell Blake,Putnam,1,400,Action & Adventure,4.5,358,9.99,9.99,"2,278",4.5
THE SECRET PLACE,Tana French,Viking,1,464,Mysteries & Thrillers,4,651,12.99,20.00,"4,326",4.1
THE BONE CLOCKS,David Mitchell,Random House,1,640,Literary,4,615,12.99,12.99,"3,303",4.0
ONE MORE CHANCE,Abbi Glines,Atria,1,272,New Adult,4.5,437,9.99,9.99,833,4.7
SON OF NO ONE,Sherrilyn Kenyon,St. Martin's,1,432,Paranormal,4.5,189,9.99,16.88,"1,245",4.6
COUNTDOWN,Fern Michaels,Kensington,1,114,Suspense,4.5,87,0.99,7.32,980,4.5
THE BEST OF ME,Nicholas Sparks,Grand Central,2,304,Suspense,4,4784,8.99,9.96,"8,100",4.6
MURDER 101,Faye Kellerman,Morrow,0,496,Police Procedural,4.5,215,8.99,8.49,"1,491",4.4
FESTIVE IN DEATH,J D Robb,Putnam,1,400,Suspense,4.5,924,8.99,8.99,"4,907",4.7
THE WITCH WITH NO NAME,Kim Harrison,Harper Voyager,1,544,Fantasy,5,410,7.99,4.96,"2,550",4.8
THE KING'S CURSE,Philippa Gregory,Touchstone,1,624,Historical,4.5,289,14.99,13.51,"3,485",4.7
THE CHILDREN ACT,Ian McEwan,Nan A. Talese/Doubleday,1,240,Literary,4,458,11.99,10.70,"3,915",4.2
ROBERT B. PARKER'S BLIND SPOT,Reed Farrel Coleman,Putnam,1,352,Police Procedural,4,176,9.99,12.79,"1,893",4.2
PRIVATE DOWN UNDER,James Patterson and Michael White,Grand Central,2,384,Mysteries & Thrillers,4,517,9.99,9.99,"2,934",4.2
IGNITED,J Kenner,Bantam,0,320,Contemporary,4.5,203,9.99,9.99,324,4.7
THE ALCHEMIST,Paulo Coelho,HarperCollins,3,180,Self-Improvement,4,217,8.99,8.89,"73,821",4.7
TAKE DOWN,Fern Michaels,Zebra,1,124,Suspense,4.5,110,0.99,0.99,"1,039",4.5
THE GOLEM OF HOLLYWOOD,Jonathan Kellerman and Jesse Kellerman,Putnam,1,560,Mysteries & Thrillers,3.5,82,9.99,6.33,985,3.1
THIS IS WHERE I LEAVE YOU,Jonathan Tropper,Penguin Group,2,352,Family,4,1080,11.99,11.99,"3,415",4.2
RAGING HEAT,Richard Castle,Kingswell,0,304,Mysteries & Thrillers,4.5,250,7.99,12.65,"1,422",4.6
THE PAYING GUESTS,Sarah Waters,Riverhead,0,576,Historical,4,502,12.99,12.99,"3,782",3.7
EDGE OF ETERNITY,Ken Follett,Dutton,2,1120,Historical,4.5,3065,9.99,15.00,"19,980",4.2
BONES NEVER LIE,Kathy Reichs,Bantam,1,336,Mysteries & Thrillers,4.5,257,9.99,17.43,"2,644",4.5
THE LOST KEY,Catherine Coulter and J T Ellison,Putnam,1,464,Mysteries & Thrillers,4.5,658,9.99,21.77,148,4.7
PARIS MATCH,Stuart Woods,Putnam,1,320,Action & Adventure,4,448,9.99,17.98,"1,717",4.2
LEAVING TIME,Jodi Picoult,Ballantine,1,416,Fiction & Literature,4.5,1919,12.99,12.99,"13,419",4.4
GRAY MOUNTAIN,John Grisham,Doubleday,1,384,Mysteries & Thrillers,4,5562,8.99,8.07,"26,500",4.0
ROWDY,Jay Crownover,Morrow,1,416,New Adult,4.5,416,9.99,9.99,658,4.7
SHOPAHOLIC TO THE STARS,Sophie Kinsella,Dial,1,496,Fiction & Literature,4,190,11.99,17.99,"2,230",3.8
DARK PLACES,Gillian Flynn,Broadway,4,368,Mysteries & Thrillers,4,4390,8.99,14.19,"16,753",4.2
BLOOD MAGICK,Nora Roberts,Berkley,1,336,Contemporary,4.5,1121,8.99,5.64,"8,986",4.7
THE SLOW REGARD OF SILENT THINGS,Patrick Rothfuss,DAW,1,176,Epic,4,980,8.99,3.85,"8,061",4.3
HAVANA STORM,Clive Cussler,Putnam,1,464,Action & Adventure,4.5,714,9.99,22.77,"3,647",4.5
PRINCE LESTAT,Anne Rice,Knopf,1,480,Fiction & Literature,4.5,800,11.99,21.47,"3,789",4.4
PEGASUS,Danielle Steel,Delacorte,1,352,Historical,4.5,227,4.99,4.99,"2,557",4.6
THE HANDSOME MAN'S DE LUXE CAFÉ,Alexander McCall Smith,Pantheon,1,240,Women Sleuths,4.5,194,9.99,14.90,"2,414",4.6
ONLY ENCHANTING,Mary Balogh,Signet,1,400,Historical,4.5,144,7.99,7.99,846,4.6
THE BURNING ROOM,Michael Connelly,"Little, Brown",1,400,Police Procedural,4,2330,11.99,13.99,"11,639",4.5
REVIVAL,Stephen King,Scribner,1,416,Horror,4,1528,9.99,8.99,"10,384",4.3
FLESH AND BLOOD,Patricia Cornwell,Morrow/HarperCollins,1,464,Mysteries & Thrillers,4,725,9.99,9.49,"5,259",4.2
BLUE LABYRINTH,Douglas Preston and Lincoln Child,Grand Central,1,400,Police Procedural,4.5,781,9.99,9.99,"3,388",4.7
CAPTIVATED BY YOU,Sylvia Day,Berkley,1,368,Contemporary,4.5,5698,11.99,12.80,"11,385",4.4
THE ESCAPE,David Baldacci,Grand Central,1,432,Mysteries & Thrillers,4.5,3072,9.99,9.99,"13,643",4.6
THE CINDERELLA MURDER,Mary Higgins Clark and Alafair Burke,Simon & Schuster,1,320,Women Sleuths,4,565,9.99,10.54,"3,867",4.6
THE JOB,Janet Evanovich and Lee Goldberg,Bantam,1,304,Women Sleuths,4.5,381,8.99,15.80,"2,638",4.6
THE MISTLETOE PROMISE,Richard Paul Evans,Simon & Schuster,1,272,Fiction & Literature,4.5,231,10.99,18.83,"2,136",4.8
HIS SECRETARY,Melanie Marchande,Melanie Marchande,2,1135,Contemporary,4.5,11,6.99,4.99,992,4.1
HOPE TO DIE,James Patterson,"Little, Brown",1,400,Police Procedural,4.5,932,9.99,15.50,"8,550",4.7
TOM CLANCY FULL FORCE AND EFFECT,Mark Greaney,Putnam,1,688,Mysteries & Thrillers,4.5,1182,9.99,19.87,"3,971",4.6
JASON,Laurell K Hamilton,Jove,1,304,Contemporary,4,166,8.99,7.42,"2,013",4.1
YOU WERE MINE,Abbi Glines,Atria,1,256,New Adult,4.5,376,1.99,1.99,697,4.7
FOREVER WITH ME,Kristen Pro,Ampersand,1,288,Contemporary,4.5,361,4.99,4.67,949,4.7
HARD LIMIT,Meredith Wild,Meredith Wild,1,304,Contemporary,4.5,234,8.99,15.99,"2,538",4.7
